log_id,interaction_id,latency_ms,accuracy_score,sentiment,error_type,severity_level,flagged
L-6251,I-6251,875,0.8,Positive,Token Limit Exceeded,Low,No
L-6252,I-6252,168,0.85,Positive,None,Medium,No
L-6253,I-6253,411,0.8,Positive,Timeout,Low,Yes
L-6254,I-6254,723,0.8,Positive,Timeout,Medium,No
L-6255,I-6255,538,0.9,Neutral,Server Error,High,No
L-6256,I-6256,175,0.92,Negative,Connection Error,High,No
L-6257,I-6257,116,0.92,Positive,Rate Limit,Critical,No
L-6258,I-6258,445,0.92,Positive,Server Error,Low,No
L-6259,I-6259,78,0.8,Negative,API Error,Low,No
L-6260,I-6260,195,0.85,Positive,Connection Error,Low,No
L-6261,I-6261,119,0.9,Neutral,None,High,No
L-6262,I-6262,310,0.92,Positive,Validation Error,High,No
L-6263,I-6263,302,0.8,Neutral,Validation Error,Low,No
L-6264,I-6264,590,0.8,Neutral,Validation Error,Low,No
L-6265,I-6265,461,0.9,Positive,Connection Error,Medium,Yes
L-6266,I-6266,656,0.9,Positive,Timeout,Low,No
L-6267,I-6267,256,0.8,Positive,API Error,Medium,No
L-6268,I-6268,289,0.92,Negative,None,Low,No
L-6269,I-6269,564,0.92,Positive,None,Medium,No
L-6270,I-6270,18,0.85,Neutral,Server Error,Medium,No
L-6271,I-6271,628,0.92,Positive,None,Critical,No
L-6272,I-6272,411,0.8,Negative,API Error,Medium,No
L-6273,I-6273,158,0.9,Negative,API Error,Medium,No
L-6274,I-6274,758,0.92,Positive,Token Limit Exceeded,Low,No
L-6275,I-6275,92,0.98,Neutral,Server Error,Medium,No
L-6276,I-6276,162,0.9,Neutral,Validation Error,Critical,No
L-6277,I-6277,144,0.85,Positive,API Error,Low,No
L-6278,I-6278,226,0.92,Neutral,Rate Limit,High,No
L-6279,I-6279,163,0.95,Negative,None,Medium,No
L-6280,I-6280,444,0.92,Positive,None,Low,No
L-6281,I-6281,315,0.8,Neutral,Validation Error,Critical,No
L-6282,I-6282,572,0.98,Neutral,Token Limit Exceeded,Critical,Yes
L-6283,I-6283,255,0.98,Positive,Timeout,Low,Yes
L-6284,I-6284,355,0.8,Positive,None,Low,No
L-6285,I-6285,514,0.8,Negative,Token Limit Exceeded,Low,No
L-6286,I-6286,354,0.98,Negative,API Error,High,No
L-6287,I-6287,711,0.92,Negative,API Error,Low,No
L-6288,I-6288,158,0.8,Positive,None,Low,Yes
L-6289,I-6289,368,0.95,Neutral,Rate Limit,Medium,No
L-6290,I-6290,336,0.95,Positive,None,Critical,No
L-6291,I-6291,509,0.8,Positive,None,High,No
L-6292,I-6292,455,0.9,Positive,Connection Error,Critical,Yes
L-6293,I-6293,132,0.8,Positive,Server Error,Medium,No
L-6294,I-6294,146,0.9,Negative,Timeout,High,No
L-6295,I-6295,798,0.92,Neutral,Rate Limit,Low,No
L-6296,I-6296,174,0.95,Positive,Connection Error,Medium,No
L-6297,I-6297,941,0.9,Neutral,API Error,Low,No
L-6298,I-6298,606,0.92,Positive,Connection Error,Critical,No
L-6299,I-6299,550,0.9,Positive,None,Medium,No
L-6300,I-6300,128,0.92,Neutral,None,High,No
L-6301,I-6301,551,0.8,Positive,API Error,Medium,No
L-6302,I-6302,551,0.85,Neutral,Timeout,High,No
L-6303,I-6303,38,0.8,Positive,Server Error,Low,No
L-6304,I-6304,169,0.98,Neutral,Connection Error,High,No
L-6305,I-6305,603,0.8,Positive,Timeout,High,Yes
L-6306,I-6306,213,0.9,Neutral,Connection Error,Critical,No
L-6307,I-6307,808,0.9,Positive,Rate Limit,Low,No
L-6308,I-6308,559,0.95,Positive,None,Low,No
L-6309,I-6309,303,0.85,Positive,Validation Error,Low,No
L-6310,I-6310,27,0.9,Positive,Server Error,Medium,No
L-6311,I-6311,215,0.8,Positive,API Error,Medium,No
L-6312,I-6312,465,0.9,Neutral,Connection Error,Low,No
L-6313,I-6313,124,0.85,Positive,None,High,No
L-6314,I-6314,288,0.85,Positive,Server Error,Critical,No
L-6315,I-6315,290,0.85,Neutral,None,Medium,No
L-6316,I-6316,236,0.92,Positive,API Error,Medium,No
L-6317,I-6317,429,0.9,Positive,None,High,No
L-6318,I-6318,532,0.95,Negative,Server Error,High,No
L-6319,I-6319,360,0.95,Positive,API Error,Medium,No
L-6320,I-6320,124,0.95,Positive,Timeout,Low,Yes
L-6321,I-6321,801,0.98,Positive,Server Error,Critical,Yes
L-6322,I-6322,446,0.85,Negative,Token Limit Exceeded,High,Yes
L-6323,I-6323,60,0.9,Positive,Validation Error,High,No
L-6324,I-6324,166,0.92,Positive,Token Limit Exceeded,High,No
L-6325,I-6325,188,0.8,Positive,Server Error,Low,No
L-6326,I-6326,238,0.85,Positive,None,Critical,No
L-6327,I-6327,142,0.8,Negative,None,Low,No
L-6328,I-6328,236,0.8,Positive,Connection Error,High,No
L-6329,I-6329,389,0.9,Positive,Server Error,Low,Yes
L-6330,I-6330,372,0.85,Neutral,Validation Error,Low,No
L-6331,I-6331,789,0.92,Positive,API Error,Critical,Yes
L-6332,I-6332,608,0.9,Positive,Connection Error,Low,No
L-6333,I-6333,749,0.9,Neutral,Timeout,High,No
L-6334,I-6334,189,0.9,Neutral,API Error,High,No
L-6335,I-6335,212,0.85,Positive,Timeout,Medium,No
L-6336,I-6336,386,0.95,Neutral,Rate Limit,High,No
L-6337,I-6337,104,0.98,Positive,Server Error,Low,No
L-6338,I-6338,922,0.92,Neutral,Token Limit Exceeded,Low,No
L-6339,I-6339,205,0.98,Positive,API Error,Low,No
L-6340,I-6340,116,0.85,Negative,Connection Error,Medium,No
L-6341,I-6341,240,0.8,Negative,Server Error,Medium,No
L-6342,I-6342,593,0.95,Neutral,Timeout,Low,No
L-6343,I-6343,419,0.8,Neutral,Timeout,Medium,No
L-6344,I-6344,533,0.92,Neutral,None,High,No
L-6345,I-6345,112,0.9,Positive,Server Error,Medium,Yes
L-6346,I-6346,386,0.9,Positive,Validation Error,High,No
L-6347,I-6347,512,0.8,Negative,None,High,No
L-6348,I-6348,177,0.85,Positive,None,High,Yes
L-6349,I-6349,88,0.85,Negative,Connection Error,Low,No
L-6350,I-6350,51,0.95,Negative,Validation Error,Low,Yes
L-6351,I-6351,238,0.8,Positive,Rate Limit,Low,No
L-6352,I-6352,83,0.9,Positive,Timeout,Medium,No
L-6353,I-6353,450,0.85,Negative,Validation Error,Low,No
L-6354,I-6354,534,0.8,Neutral,None,High,Yes
L-6355,I-6355,35,0.95,Positive,None,Low,No
L-6356,I-6356,343,0.85,Neutral,None,Low,No
L-6357,I-6357,87,0.9,Negative,Connection Error,Low,No
L-6358,I-6358,306,0.92,Positive,Connection Error,Low,Yes
L-6359,I-6359,467,0.8,Neutral,Rate Limit,Low,No
L-6360,I-6360,568,0.85,Negative,None,Critical,No
L-6361,I-6361,400,0.8,Negative,API Error,Low,No
L-6362,I-6362,596,0.92,Neutral,Token Limit Exceeded,Low,No
L-6363,I-6363,704,0.85,Positive,None,Critical,No
L-6364,I-6364,57,0.9,Neutral,Timeout,Medium,No
L-6365,I-6365,50,0.9,Negative,Token Limit Exceeded,Low,No
L-6366,I-6366,523,0.85,Positive,Timeout,Medium,No
L-6367,I-6367,664,0.9,Neutral,Validation Error,High,No
L-6368,I-6368,530,0.9,Positive,None,Medium,No
L-6369,I-6369,543,0.98,Positive,None,High,No
L-6370,I-6370,359,0.8,Positive,API Error,High,Yes
L-6371,I-6371,454,0.8,Neutral,Rate Limit,Medium,No
L-6372,I-6372,482,0.8,Positive,Server Error,Low,Yes
L-6373,I-6373,101,0.9,Neutral,API Error,Medium,No
L-6374,I-6374,352,0.8,Positive,Validation Error,Medium,No
L-6375,I-6375,373,0.8,Neutral,Validation Error,Low,Yes
L-6376,I-6376,230,0.92,Neutral,API Error,Low,No
L-6377,I-6377,185,0.8,Negative,None,Medium,No
L-6378,I-6378,90,0.8,Neutral,API Error,High,No
L-6379,I-6379,344,0.8,Neutral,None,Medium,No
L-6380,I-6380,409,0.95,Neutral,None,High,No
L-6381,I-6381,501,0.95,Negative,None,Low,No
L-6382,I-6382,752,0.9,Positive,Server Error,Low,Yes
L-6383,I-6383,866,0.9,Positive,Timeout,Medium,No
L-6384,I-6384,373,0.95,Neutral,API Error,Medium,No
L-6385,I-6385,50,0.95,Neutral,Connection Error,High,No
L-6386,I-6386,25,0.9,Neutral,Rate Limit,Medium,No
L-6387,I-6387,157,0.92,Negative,API Error,Critical,No
L-6388,I-6388,433,0.92,Neutral,Validation Error,Medium,No
L-6389,I-6389,31,0.9,Positive,API Error,High,No
L-6390,I-6390,66,0.8,Positive,Token Limit Exceeded,Low,No
L-6391,I-6391,624,0.8,Positive,Timeout,Low,No
L-6392,I-6392,186,0.85,Neutral,None,Medium,No
L-6393,I-6393,232,0.85,Negative,Connection Error,Low,No
L-6394,I-6394,363,0.8,Positive,API Error,Low,No
L-6395,I-6395,58,0.9,Neutral,Connection Error,Low,Yes
L-6396,I-6396,413,0.92,Positive,Token Limit Exceeded,Low,No
L-6397,I-6397,236,0.85,Positive,None,High,Yes
L-6398,I-6398,588,0.92,Positive,None,Critical,No
L-6399,I-6399,46,0.92,Neutral,None,Low,No
L-6400,I-6400,645,0.8,Neutral,Token Limit Exceeded,Low,No
L-6401,I-6401,793,0.92,Neutral,Validation Error,Low,No
L-6402,I-6402,36,0.8,Neutral,Validation Error,Low,No
L-6403,I-6403,251,0.85,Positive,None,Low,No
L-6404,I-6404,408,0.8,Neutral,Timeout,Low,No
L-6405,I-6405,42,0.92,Neutral,Rate Limit,High,Yes
L-6406,I-6406,111,0.9,Positive,Connection Error,Low,No
L-6407,I-6407,352,0.85,Positive,API Error,Low,No
L-6408,I-6408,289,0.92,Positive,Connection Error,High,No
L-6409,I-6409,778,0.98,Negative,API Error,Low,Yes
L-6410,I-6410,80,0.8,Neutral,API Error,High,No
L-6411,I-6411,153,0.85,Positive,Rate Limit,Low,No
L-6412,I-6412,38,0.95,Positive,None,Low,No
L-6413,I-6413,101,0.8,Negative,Validation Error,Critical,No
L-6414,I-6414,419,0.8,Positive,Token Limit Exceeded,High,No
L-6415,I-6415,415,0.9,Positive,Server Error,Low,No
L-6416,I-6416,464,0.9,Negative,None,Medium,No
L-6417,I-6417,566,0.8,Neutral,None,Low,No
L-6418,I-6418,161,0.92,Negative,Validation Error,Low,No
L-6419,I-6419,545,0.92,Neutral,Token Limit Exceeded,High,No
L-6420,I-6420,609,0.9,Positive,Rate Limit,Low,Yes
L-6421,I-6421,695,0.98,Positive,Token Limit Exceeded,Critical,No
L-6422,I-6422,474,0.85,Negative,None,Low,No
L-6423,I-6423,330,0.8,Positive,API Error,High,No
L-6424,I-6424,143,0.95,Positive,None,High,No
L-6425,I-6425,364,0.92,Positive,Rate Limit,Medium,No
L-6426,I-6426,28,0.8,Neutral,None,High,No
L-6427,I-6427,228,0.92,Negative,None,High,No
L-6428,I-6428,168,0.92,Negative,API Error,High,No
L-6429,I-6429,746,0.8,Positive,Token Limit Exceeded,Low,Yes
L-6430,I-6430,152,0.9,Positive,API Error,High,No
L-6431,I-6431,196,0.85,Neutral,Timeout,High,No
L-6432,I-6432,513,0.9,Negative,Rate Limit,High,No
L-6433,I-6433,738,0.98,Positive,Token Limit Exceeded,Critical,No
L-6434,I-6434,441,0.92,Neutral,Server Error,Critical,No
L-6435,I-6435,81,0.8,Neutral,Rate Limit,Medium,No
L-6436,I-6436,132,0.9,Positive,Connection Error,High,Yes
L-6437,I-6437,507,0.92,Positive,Validation Error,Low,No
L-6438,I-6438,361,0.9,Positive,Rate Limit,High,No
L-6439,I-6439,357,0.85,Positive,Connection Error,High,No
L-6440,I-6440,454,0.98,Neutral,Timeout,Medium,No
L-6441,I-6441,756,0.85,Positive,API Error,Low,No
L-6442,I-6442,521,0.92,Neutral,None,Medium,No
L-6443,I-6443,688,0.85,Positive,None,Medium,No
L-6444,I-6444,98,0.98,Positive,Token Limit Exceeded,Low,No
L-6445,I-6445,202,0.85,Positive,Rate Limit,High,Yes
L-6446,I-6446,563,0.9,Neutral,None,Low,No
L-6447,I-6447,144,0.85,Neutral,Connection Error,Critical,No
L-6448,I-6448,136,0.85,Neutral,None,Critical,No
L-6449,I-6449,518,0.92,Positive,API Error,Low,No
L-6450,I-6450,126,0.98,Neutral,API Error,Low,No
L-6451,I-6451,621,0.8,Negative,Server Error,High,No
L-6452,I-6452,114,0.92,Neutral,Server Error,High,Yes
L-6453,I-6453,215,0.98,Positive,Server Error,Low,No
L-6454,I-6454,586,0.85,Positive,Validation Error,Low,Yes
L-6455,I-6455,680,0.92,Negative,Validation Error,High,No
L-6456,I-6456,585,0.8,Neutral,Timeout,Low,No
L-6457,I-6457,164,0.8,Neutral,None,Critical,No
L-6458,I-6458,168,0.85,Positive,Rate Limit,Medium,No
L-6459,I-6459,511,0.92,Positive,Token Limit Exceeded,Medium,No
L-6460,I-6460,454,0.9,Negative,Validation Error,Medium,No
L-6461,I-6461,372,0.9,Neutral,Token Limit Exceeded,High,No
L-6462,I-6462,29,0.98,Negative,None,Medium,No
L-6463,I-6463,259,0.85,Neutral,Connection Error,Low,No
L-6464,I-6464,829,0.85,Positive,Token Limit Exceeded,High,No
L-6465,I-6465,375,0.85,Positive,API Error,High,No
L-6466,I-6466,515,0.9,Neutral,Rate Limit,High,Yes
L-6467,I-6467,174,0.9,Positive,Rate Limit,High,No
L-6468,I-6468,285,0.9,Neutral,None,High,No
L-6469,I-6469,136,0.85,Positive,Validation Error,High,No
L-6470,I-6470,26,0.9,Positive,API Error,Medium,No
L-6471,I-6471,174,0.98,Negative,Token Limit Exceeded,Medium,Yes
L-6472,I-6472,234,0.85,Neutral,API Error,Medium,No
L-6473,I-6473,126,0.85,Negative,None,Low,Yes
L-6474,I-6474,807,0.9,Neutral,API Error,Low,No
L-6475,I-6475,129,0.92,Positive,Rate Limit,High,No
L-6476,I-6476,739,0.95,Neutral,None,Low,No
L-6477,I-6477,458,0.9,Neutral,None,High,No
L-6478,I-6478,325,0.8,Positive,Token Limit Exceeded,Medium,No
L-6479,I-6479,117,0.8,Negative,Rate Limit,Medium,No
L-6480,I-6480,173,0.92,Neutral,Server Error,Low,No
L-6481,I-6481,108,0.8,Neutral,None,Low,No
L-6482,I-6482,739,0.9,Neutral,None,Low,No
L-6483,I-6483,199,0.9,Neutral,Server Error,Low,No
L-6484,I-6484,33,0.85,Neutral,None,Low,No
L-6485,I-6485,698,0.8,Neutral,None,Critical,No
L-6486,I-6486,793,0.98,Positive,Timeout,High,No
L-6487,I-6487,140,0.85,Neutral,None,Medium,No
L-6488,I-6488,411,0.85,Positive,None,Medium,No
L-6489,I-6489,434,0.85,Neutral,Token Limit Exceeded,High,No
L-6490,I-6490,508,0.8,Neutral,API Error,Medium,No
L-6491,I-6491,196,0.8,Neutral,Connection Error,Low,No
L-6492,I-6492,198,0.8,Positive,Rate Limit,High,No
L-6493,I-6493,535,0.9,Positive,Token Limit Exceeded,Low,No
L-6494,I-6494,241,0.85,Positive,None,Medium,No
L-6495,I-6495,150,0.85,Positive,Rate Limit,Medium,No
L-6496,I-6496,654,0.92,Positive,None,Low,No
L-6497,I-6497,540,0.85,Positive,API Error,Low,No
L-6498,I-6498,425,0.85,Negative,Validation Error,Low,No
L-6499,I-6499,217,0.95,Positive,Server Error,Low,No
L-6500,I-6500,599,0.98,Neutral,None,Critical,No
L-6501,I-6501,265,0.9,Neutral,Timeout,Critical,No
L-6502,I-6502,277,0.9,Neutral,Validation Error,High,No
L-6503,I-6503,809,0.8,Positive,Validation Error,Critical,No
L-6504,I-6504,352,0.98,Positive,API Error,Critical,No
L-6505,I-6505,371,0.85,Positive,None,Medium,No
L-6506,I-6506,860,0.9,Neutral,None,High,Yes
L-6507,I-6507,76,0.98,Negative,Timeout,Low,No
L-6508,I-6508,90,0.8,Positive,Token Limit Exceeded,Medium,No
L-6509,I-6509,301,0.92,Positive,None,Low,No
L-6510,I-6510,90,0.9,Positive,Validation Error,Low,No
L-6511,I-6511,280,0.9,Positive,Validation Error,Low,No
L-6512,I-6512,650,0.92,Positive,None,Critical,No
L-6513,I-6513,388,0.92,Positive,Rate Limit,Low,Yes
L-6514,I-6514,333,0.8,Neutral,Connection Error,High,No
L-6515,I-6515,139,0.85,Positive,Server Error,Critical,No
L-6516,I-6516,424,0.85,Neutral,None,Low,No
L-6517,I-6517,281,0.9,Neutral,Token Limit Exceeded,Critical,No
L-6518,I-6518,150,0.98,Neutral,Server Error,Low,Yes
L-6519,I-6519,82,0.92,Neutral,Timeout,Medium,Yes
L-6520,I-6520,463,0.85,Positive,Token Limit Exceeded,High,No
L-6521,I-6521,97,0.95,Negative,Connection Error,Low,Yes
L-6522,I-6522,610,0.95,Neutral,Token Limit Exceeded,Medium,No
L-6523,I-6523,377,0.8,Negative,Rate Limit,High,No
L-6524,I-6524,326,0.85,Positive,Server Error,High,No
L-6525,I-6525,235,0.92,Positive,Server Error,Medium,No
L-6526,I-6526,541,0.95,Neutral,Timeout,Low,No
L-6527,I-6527,264,0.8,Neutral,Timeout,High,No
L-6528,I-6528,190,0.8,Neutral,Connection Error,Critical,No
L-6529,I-6529,153,0.9,Positive,Validation Error,Medium,Yes
L-6530,I-6530,613,0.9,Positive,None,Medium,No
L-6531,I-6531,671,0.9,Positive,Timeout,Critical,No
L-6532,I-6532,577,0.8,Neutral,Timeout,Medium,No
L-6533,I-6533,664,0.8,Neutral,API Error,Critical,No
L-6534,I-6534,655,0.92,Neutral,None,Low,Yes
L-6535,I-6535,599,0.92,Positive,Token Limit Exceeded,Low,No
L-6536,I-6536,985,0.9,Neutral,Server Error,Low,No
L-6537,I-6537,656,0.9,Positive,Rate Limit,High,No
L-6538,I-6538,41,0.95,Positive,Validation Error,High,No
L-6539,I-6539,636,0.92,Neutral,API Error,Medium,No
L-6540,I-6540,835,0.98,Positive,Server Error,Low,No
L-6541,I-6541,564,0.9,Positive,Validation Error,Low,Yes
L-6542,I-6542,215,0.85,Neutral,None,Medium,No
L-6543,I-6543,347,0.8,Positive,Validation Error,Low,No
L-6544,I-6544,296,0.85,Neutral,Timeout,Medium,No
L-6545,I-6545,216,0.9,Negative,Token Limit Exceeded,Critical,Yes
L-6546,I-6546,318,0.98,Positive,Timeout,Low,Yes
L-6547,I-6547,280,0.85,Positive,Timeout,Medium,No
L-6548,I-6548,544,0.92,Neutral,Connection Error,High,No
L-6549,I-6549,627,0.8,Neutral,Rate Limit,Critical,No
L-6550,I-6550,520,0.8,Neutral,Rate Limit,Critical,No
L-6551,I-6551,353,0.8,Positive,Connection Error,High,Yes
L-6552,I-6552,706,0.92,Negative,Token Limit Exceeded,High,No
L-6553,I-6553,296,0.85,Positive,Timeout,Low,No
L-6554,I-6554,171,0.85,Neutral,Validation Error,Low,No
L-6555,I-6555,90,0.9,Neutral,Validation Error,Low,Yes
L-6556,I-6556,8,0.9,Positive,Server Error,Low,Yes
L-6557,I-6557,379,0.8,Positive,API Error,Medium,Yes
L-6558,I-6558,861,0.95,Positive,Server Error,Medium,No
L-6559,I-6559,498,0.9,Positive,Rate Limit,High,No
L-6560,I-6560,180,0.95,Positive,Rate Limit,Medium,No
L-6561,I-6561,186,0.92,Positive,Server Error,High,No
L-6562,I-6562,151,0.8,Positive,Server Error,Low,No
L-6563,I-6563,672,0.92,Positive,Token Limit Exceeded,High,No
L-6564,I-6564,431,0.8,Positive,API Error,Medium,No
L-6565,I-6565,713,0.9,Positive,None,Medium,No
L-6566,I-6566,645,0.9,Neutral,Server Error,High,No
L-6567,I-6567,307,0.85,Positive,Connection Error,Low,No
L-6568,I-6568,101,0.8,Positive,None,Low,No
L-6569,I-6569,485,0.92,Positive,Validation Error,High,No
L-6570,I-6570,45,0.8,Negative,Validation Error,Low,No
L-6571,I-6571,789,0.85,Positive,Server Error,Critical,No
L-6572,I-6572,845,0.95,Neutral,None,High,No
L-6573,I-6573,464,0.92,Positive,None,Medium,No
L-6574,I-6574,436,0.85,Positive,None,Medium,Yes
L-6575,I-6575,273,0.92,Positive,None,Medium,No
L-6576,I-6576,267,0.92,Positive,Rate Limit,High,No
L-6577,I-6577,346,0.98,Positive,Validation Error,Low,No
L-6578,I-6578,486,0.92,Positive,Rate Limit,Medium,No
L-6579,I-6579,438,0.85,Positive,Rate Limit,Low,No
L-6580,I-6580,436,0.8,Negative,Rate Limit,Medium,No
L-6581,I-6581,781,0.85,Positive,Token Limit Exceeded,High,Yes
L-6582,I-6582,102,0.8,Positive,None,High,No
L-6583,I-6583,335,0.92,Negative,API Error,High,No
L-6584,I-6584,99,0.8,Positive,None,Medium,No
L-6585,I-6585,59,0.85,Neutral,Token Limit Exceeded,Critical,No
L-6586,I-6586,137,0.95,Positive,None,High,No
L-6587,I-6587,842,0.85,Positive,Rate Limit,Critical,No
L-6588,I-6588,102,0.95,Positive,API Error,Medium,No
L-6589,I-6589,94,0.95,Neutral,Rate Limit,High,No
L-6590,I-6590,59,0.9,Neutral,Validation Error,High,No
L-6591,I-6591,81,0.9,Neutral,Rate Limit,Low,No
L-6592,I-6592,57,0.9,Positive,Rate Limit,High,No
L-6593,I-6593,668,0.8,Positive,None,Low,No
L-6594,I-6594,702,0.98,Neutral,None,Low,Yes
L-6595,I-6595,420,0.9,Neutral,Server Error,Medium,No
L-6596,I-6596,484,0.85,Positive,Server Error,Medium,No
L-6597,I-6597,858,0.98,Neutral,None,Medium,No
L-6598,I-6598,239,0.85,Neutral,Token Limit Exceeded,Low,No
L-6599,I-6599,715,0.92,Neutral,Rate Limit,Medium,No
L-6600,I-6600,687,0.92,Neutral,API Error,Low,No
L-6601,I-6601,410,0.92,Negative,API Error,Low,No
L-6602,I-6602,28,0.92,Negative,API Error,High,No
L-6603,I-6603,482,0.85,Positive,Timeout,Low,No
L-6604,I-6604,64,0.92,Negative,Connection Error,Medium,No
L-6605,I-6605,565,0.8,Positive,Timeout,Low,No
L-6606,I-6606,3,0.85,Positive,Rate Limit,Medium,No
L-6607,I-6607,19,0.85,Negative,None,High,No
L-6608,I-6608,45,0.8,Positive,Validation Error,Low,No
L-6609,I-6609,387,0.95,Positive,None,Critical,No
L-6610,I-6610,849,0.9,Neutral,Connection Error,High,No
L-6611,I-6611,174,0.92,Positive,Rate Limit,Low,No
L-6612,I-6612,160,0.98,Positive,API Error,High,No
L-6613,I-6613,289,0.95,Positive,Token Limit Exceeded,High,No
L-6614,I-6614,732,0.92,Positive,Validation Error,Low,No
L-6615,I-6615,432,0.9,Positive,None,Medium,No
L-6616,I-6616,188,0.98,Positive,API Error,Medium,No
L-6617,I-6617,639,0.92,Positive,API Error,Medium,No
L-6618,I-6618,650,0.85,Positive,Validation Error,Low,No
L-6619,I-6619,189,0.95,Neutral,Token Limit Exceeded,High,Yes
L-6620,I-6620,342,0.85,Negative,Server Error,High,No
L-6621,I-6621,108,0.92,Negative,None,Low,No
L-6622,I-6622,815,0.95,Negative,Token Limit Exceeded,Medium,No
L-6623,I-6623,138,0.9,Negative,Token Limit Exceeded,Medium,Yes
L-6624,I-6624,56,0.92,Negative,Timeout,Medium,No
L-6625,I-6625,613,0.9,Negative,Server Error,High,No
L-6626,I-6626,159,0.92,Positive,Timeout,Medium,No
L-6627,I-6627,507,0.8,Negative,Token Limit Exceeded,Medium,No
L-6628,I-6628,684,0.9,Neutral,Timeout,High,No
L-6629,I-6629,474,0.92,Neutral,None,Low,No
L-6630,I-6630,353,0.95,Neutral,Validation Error,Medium,No
L-6631,I-6631,287,0.85,Positive,None,Low,No
L-6632,I-6632,909,0.85,Neutral,Server Error,Medium,Yes
L-6633,I-6633,594,0.9,Positive,None,High,No
L-6634,I-6634,209,0.9,Positive,Rate Limit,Low,No
L-6635,I-6635,41,0.9,Positive,Timeout,Medium,No
L-6636,I-6636,194,0.8,Positive,Server Error,Medium,No
L-6637,I-6637,670,0.85,Negative,Rate Limit,Medium,No
L-6638,I-6638,494,0.85,Positive,Rate Limit,Low,No
L-6639,I-6639,160,0.98,Neutral,Connection Error,Low,Yes
L-6640,I-6640,341,0.9,Positive,None,Medium,No
L-6641,I-6641,205,0.85,Positive,None,Low,No
L-6642,I-6642,350,0.9,Neutral,Rate Limit,Critical,No
L-6643,I-6643,735,0.92,Negative,None,Low,No
L-6644,I-6644,204,0.8,Negative,API Error,High,No
L-6645,I-6645,383,0.92,Negative,Token Limit Exceeded,Low,Yes
L-6646,I-6646,870,0.9,Positive,None,Low,No
L-6647,I-6647,223,0.85,Positive,Timeout,Critical,No
L-6648,I-6648,212,0.85,Positive,API Error,High,Yes
L-6649,I-6649,135,0.85,Neutral,Server Error,Low,No
L-6650,I-6650,335,0.85,Positive,Server Error,Low,No
L-6651,I-6651,143,0.92,Positive,API Error,Medium,No
L-6652,I-6652,200,0.98,Negative,Timeout,Medium,Yes
L-6653,I-6653,175,0.85,Positive,None,High,No
L-6654,I-6654,57,0.9,Negative,None,Low,No
L-6655,I-6655,273,0.92,Positive,Validation Error,Low,Yes
L-6656,I-6656,98,0.8,Negative,Server Error,Medium,No
L-6657,I-6657,703,0.9,Neutral,None,Low,No
L-6658,I-6658,272,0.85,Positive,Validation Error,Medium,No
L-6659,I-6659,71,0.85,Positive,API Error,Critical,No
L-6660,I-6660,347,0.85,Positive,Timeout,Low,No
L-6661,I-6661,216,0.92,Positive,Connection Error,Low,No
L-6662,I-6662,361,0.8,Negative,None,Medium,No
L-6663,I-6663,294,0.92,Neutral,None,Medium,No
L-6664,I-6664,751,0.95,Positive,Validation Error,Critical,Yes
L-6665,I-6665,209,0.8,Neutral,Validation Error,High,No
L-6666,I-6666,169,0.95,Negative,Token Limit Exceeded,Medium,Yes
L-6667,I-6667,446,0.85,Neutral,Token Limit Exceeded,High,No
L-6668,I-6668,238,0.85,Negative,None,Low,No
L-6669,I-6669,218,0.9,Positive,None,Low,No
L-6670,I-6670,40,0.8,Positive,Server Error,Low,No
L-6671,I-6671,204,0.98,Negative,None,Low,No
L-6672,I-6672,693,0.92,Negative,None,Low,Yes
L-6673,I-6673,82,0.92,Neutral,Connection Error,Critical,Yes
L-6674,I-6674,633,0.85,Positive,Connection Error,High,Yes
L-6675,I-6675,95,0.85,Positive,Connection Error,Critical,No
