session_id,user_id,agent_id,start_time,end_time,response_time_in_sec,total_queries,,,
S-5745,U-5745,A-5745,11.24.51,11.51.42,1611,1196,,,
S-5746,U-5746,A-5746,17.26.34,17.45.03,1109,4720,,,
S-5747,U-5747,A-5747,6.19.32,6.31.06,694,3773,,,
S-5748,U-5748,A-5748,11.59.16,12.40.21,2465,1902,,,
S-5749,U-5749,A-5749,7.16.59,8.13.47,3408,7923,,,
S-5750,U-5750,A-5750,4.57.43,5.46.55,2952,2037,,,
S-5751,U-5751,A-5751,2.14.05,2.37.28,1403,440,,,
S-5752,U-5752,A-5752,13.11.37,13.33.27,1310,1358,,,
S-5753,U-5753,A-5753,22.09.27,22.44.13,2086,1733,,,
S-5754,U-5754,A-5754,23.26.13,23.59.24,1991,4922,,,
S-5755,U-5755,A-5755,22.03.55,22.14.08,613,6215,,,
S-5756,U-5756,A-5756,23.57.48,0.05.21,-85947,227,,,
S-5757,U-5757,A-5757,13.27.33,14.16.54,2961,1497,,,
S-5758,U-5758,A-5758,7.24.13,7.58.06,2033,904,,,
S-5759,U-5759,A-5759,5.46.33,6.34.04,2851,5080,,,
S-5760,U-5760,A-5760,22.30.56,23.28.46,3470,999,,,
S-5761,U-5761,A-5761,20.03.21,20.42.32,2351,2596,,,
S-5762,U-5762,A-5762,12.55.24,13.16.34,1270,3378,,,
S-5763,U-5763,A-5763,10.07.32,10.26.49,1157,516,,,
S-5764,U-5764,A-5764,21.32.15,22.24.37,3142,5885,,,
S-5765,U-5765,A-5765,1.22.29,2.04.18,2509,6323,,,
S-5766,U-5766,A-5766,17.45.21,17.53.35,494,7881,,,
S-5767,U-5767,A-5767,16.59.18,17.34.51,2133,2429,,,
S-5768,U-5768,A-5768,22.30.34,22.59.23,1729,17,,,
S-5769,U-5769,A-5769,14.52.16,15.28.53,2197,6421,,,
S-5770,U-5770,A-5770,8.20.29,8.51.54,1885,4574,,,
S-5771,U-5771,A-5771,22.28.11,22.34.42,391,66,,,
S-5772,U-5772,A-5772,14.12.45,14.24.34,709,4151,,,
S-5773,U-5773,A-5773,4.46.18,5.18.00,1902,1044,,,
S-5774,U-5774,A-5774,4.22.43,4.34.00,677,6430,,,
S-5775,U-5775,A-5775,3.03.07,3.59.45,3398,1399,,,
S-5776,U-5776,A-5776,10.43.09,11.17.46,2077,3600,,,
S-5777,U-5777,A-5777,5.31.25,6.00.17,1732,2612,,,
S-5778,U-5778,A-5778,1.07.37,1.25.29,1072,4913,,,
S-5779,U-5779,A-5779,6.59.04,7.48.06,2942,2748,,,
S-5780,U-5780,A-5780,9.11.49,9.21.34,585,59,,,
S-5781,U-5781,A-5781,8.19.21,8.46.53,1652,739,,,
S-5782,U-5782,A-5782,14.45.05,14.50.09,304,214,,,
S-5783,U-5783,A-5783,4.58.15,5.19.21,1266,1887,,,
S-5784,U-5784,A-5784,12.21.56,12.47.43,1547,15,,,
S-5785,U-5785,A-5785,7.55.01,8.13.15,1094,6857,,,
S-5786,U-5786,A-5786,11.51.19,12.04.15,776,1718,,,
S-5787,U-5787,A-5787,1.38.45,2.31.19,3154,3843,,,
S-5788,U-5788,A-5788,7.23.53,8.04.52,2459,5770,,,
S-5789,U-5789,A-5789,21.33.46,22.19.00,2714,1351,,,
S-5790,U-5790,A-5790,18.51.01,19.27.12,2171,6342,,,
S-5791,U-5791,A-5791,0.59.42,1.46.11,2789,7451,,,
S-5792,U-5792,A-5792,2.26.48,3.16.03,2955,4447,,,
S-5793,U-5793,A-5793,14.12.34,15.10.37,3483,7676,,,
S-5794,U-5794,A-5794,18.38.42,19.18.18,2376,7127,,,
S-5795,U-5795,A-5795,22.31.25,22.42.18,653,7319,,,
S-5796,U-5796,A-5796,22.01.42,22.57.34,3352,775,,,
S-5797,U-5797,A-5797,6.07.06,6.56.35,2969,303,,,
S-5798,U-5798,A-5798,15.45.42,16.42.56,3434,4701,,,
S-5799,U-5799,A-5799,2.42.27,2.58.55,988,7441,,,
S-5800,U-5800,A-5800,17.21.19,18.03.44,2545,1019,,,
S-5801,U-5801,A-5801,16.33.55,16.48.11,856,383,,,
S-5802,U-5802,A-5802,1.34.35,2.05.33,1858,4062,,,
S-5803,U-5803,A-5803,15.13.07,15.46.25,1998,4894,,,
S-5804,U-5804,A-5804,20.43.24,21.23.25,2401,2273,,,
S-5805,U-5805,A-5805,10.36.14,10.48.40,746,7850,,,
S-5806,U-5806,A-5806,5.26.31,6.21.48,3317,4402,,,
S-5807,U-5807,A-5807,19.12.33,20.07.26,3293,2596,,,
S-5808,U-5808,A-5808,1.20.37,1.57.42,2225,588,,,
S-5809,U-5809,A-5809,21.57.39,22.55.01,3442,1392,,,
S-5810,U-5810,A-5810,21.48.08,22.18.36,1828,1653,,,
S-5811,U-5811,A-5811,5.08.50,5.51.18,2548,357,,,
S-5812,U-5812,A-5812,7.53.01,8.01.56,535,3378,,,
S-5813,U-5813,A-5813,11.03.37,11.18.38,901,3669,,,
S-5814,U-5814,A-5814,20.33.12,21.23.59,3047,3134,,,
S-5815,U-5815,A-5815,0.25.52,1.08.40,2568,2422,,,
S-5816,U-5816,A-5816,7.24.50,7.42.47,1077,1969,,,
S-5817,U-5817,A-5817,11.22.46,11.47.08,1462,5541,,,
S-5818,U-5818,A-5818,7.25.17,7.57.06,1909,3268,,,
S-5819,U-5819,A-5819,2.46.13,3.21.15,2102,2382,,,
S-5820,U-5820,A-5820,14.11.09,15.07.24,3375,5361,,,
S-5821,U-5821,A-5821,22.45.11,23.25.18,2407,6509,,,
S-5822,U-5822,A-5822,3.55.06,4.04.56,590,4249,,,
S-5823,U-5823,A-5823,14.20.11,15.13.25,3194,6011,,,
S-5824,U-5824,A-5824,15.11.59,15.41.26,1767,7604,,,
S-5825,U-5825,A-5825,3.54.29,4.19.33,1504,2120,,,
S-5826,U-5826,A-5826,19.32.51,19.45.52,781,6372,,,
S-5827,U-5827,A-5827,17.42.11,18.17.28,2117,6598,,,
S-5828,U-5828,A-5828,23.19.54,23.53.31,2017,2006,,,
S-5829,U-5829,A-5829,2.57.29,3.03.55,386,7319,,,
S-5830,U-5830,A-5830,0.03.55,0.20.20,985,435,,,
S-5831,U-5831,A-5831,12.11.14,13.02.48,3094,3574,,,
S-5832,U-5832,A-5832,7.36.29,8.11.46,2117,5220,,,
S-5833,U-5833,A-5833,22.41.49,23.01.04,1155,6697,,,
S-5834,U-5834,A-5834,4.39.16,5.22.31,2595,3721,,,
S-5835,U-5835,A-5835,20.57.24,21.18.40,1276,2636,,,
S-5836,U-5836,A-5836,20.58.33,21.24.25,1552,125,,,
S-5837,U-5837,A-5837,23.37.44,0.29.48,-83276,1032,,,
S-5838,U-5838,A-5838,19.27.40,20.26.44,3544,7238,,,
S-5839,U-5839,A-5839,23.28.17,23.50.52,1355,6569,,,
S-5840,U-5840,A-5840,23.15.26,23.44.36,1750,274,,,
S-5841,U-5841,A-5841,4.03.50,4.10.54,424,7027,,,
S-5842,U-5842,A-5842,8.27.28,8.43.47,979,5304,,,
S-5843,U-5843,A-5843,22.38.58,23.13.27,2069,5323,,,
S-5844,U-5844,A-5844,3.54.12,4.32.35,2303,303,,,
S-5845,U-5845,A-5845,9.55.33,10.53.35,3482,445,,,
S-5846,U-5846,A-5846,5.38.51,6.29.51,3060,1653,,,
S-5847,U-5847,A-5847,18.16.05,19.06.36,3031,4027,,,
S-5848,U-5848,A-5848,0.39.39,0.58.34,1135,794,,,
S-5849,U-5849,A-5849,21.07.23,21.50.22,2579,3843,,,
S-5850,U-5850,A-5850,7.40.09,8.01.49,1300,7696,,,
S-5851,U-5851,A-5851,0.11.51,1.00.29,2918,3574,,,
S-5852,U-5852,A-5852,10.03.03,10.55.16,3133,1169,,,
S-5853,U-5853,A-5853,3.19.28,3.47.58,1710,3626,,,
S-5854,U-5854,A-5854,1.37.11,2.25.34,2903,6727,,,
S-5855,U-5855,A-5855,20.47.42,21.44.17,3395,3781,,,
S-5856,U-5856,A-5856,10.57.52,11.09.20,688,2692,,,
S-5857,U-5857,A-5857,11.17.36,12.03.42,2766,98,,,
S-5858,U-5858,A-5858,12.12.27,12.37.01,1474,6559,,,
S-5859,U-5859,A-5859,7.11.29,7.59.06,2857,1961,,,
S-5860,U-5860,A-5860,0.38.29,0.43.37,308,527,,,
S-5861,U-5861,A-5861,6.28.16,7.11.57,2621,4619,,,
S-5862,U-5862,A-5862,11.22.15,12.12.10,2995,1880,,,
S-5863,U-5863,A-5863,19.45.07,20.15.34,1827,2772,,,
S-5864,U-5864,A-5864,23.30.55,23.59.45,1730,1806,,,
S-5865,U-5865,A-5865,7.16.40,7.36.14,1174,6001,,,
S-5866,U-5866,A-5866,10.53.28,11.41.13,2865,5962,,,
S-5867,U-5867,A-5867,10.34.23,11.21.26,2823,1518,,,
S-5868,U-5868,A-5868,6.08.49,6.46.24,2255,5173,,,
S-5869,U-5869,A-5869,11.16.49,11.39.21,1352,109,,,
S-5870,U-5870,A-5870,16.01.58,16.53.54,3116,3834,,,
S-5871,U-5871,A-5871,21.21.48,21.55.14,2006,2204,,,
S-5872,U-5872,A-5872,13.26.57,14.13.45,2808,1777,,,
S-5873,U-5873,A-5873,4.57.33,5.14.14,1001,7686,,,
S-5874,U-5874,A-5874,3.39.34,4.24.53,2719,622,,,
S-5875,U-5875,A-5875,13.32.54,14.13.33,2439,91,,,
S-5876,U-5876,A-5876,4.27.56,4.40.10,734,6618,,,
S-5877,U-5877,A-5877,11.15.55,11.42.45,1610,5905,,,
S-5878,U-5878,A-5878,1.53.31,2.05.02,691,1427,,,
S-5879,U-5879,A-5879,23.28.17,23.48.08,1191,7188,,,
S-5880,U-5880,A-5880,1.25.10,1.51.05,1555,2059,,,
S-5881,U-5881,A-5881,6.14.15,6.51.41,2246,4820,,,
S-5882,U-5882,A-5882,9.02.01,9.26.48,1487,3574,,,
S-5883,U-5883,A-5883,12.37.47,13.06.54,1747,429,,,
S-5884,U-5884,A-5884,22.01.31,22.12.01,630,1216,,,
S-5885,U-5885,A-5885,23.41.31,0.20.55,-84036,745,,,
S-5886,U-5886,A-5886,2.12.14,2.34.46,1352,1835,,,
S-5887,U-5887,A-5887,6.34.54,7.19.08,2654,98,,,
S-5888,U-5888,A-5888,21.28.56,21.46.41,1065,6225,,,
S-5889,U-5889,A-5889,1.23.41,1.52.14,1713,31,,,
S-5890,U-5890,A-5890,17.17.19,17.35.16,1077,3660,,,
S-5891,U-5891,A-5891,7.12.14,7.34.40,1346,2382,,,
S-5892,U-5892,A-5892,5.23.10,6.20.58,3468,4357,,,
S-5893,U-5893,A-5893,0.38.13,1.05.29,1636,2740,,,
S-5894,U-5894,A-5894,1.56.44,2.50.00,3196,2304,,,
S-5895,U-5895,A-5895,16.38.58,17.14.16,2118,3051,,,
S-5896,U-5896,A-5896,15.03.12,15.28.47,1535,751,,,
S-5897,U-5897,A-5897,6.05.18,6.40.24,2106,5164,,,
S-5898,U-5898,A-5898,11.11.14,11.35.41,1467,830,,,
S-5899,U-5899,A-5899,3.22.20,3.40.22,1082,4959,,,
S-5900,U-5900,A-5900,6.00.27,6.51.09,3042,117,,,
S-5901,U-5901,A-5901,22.08.06,22.34.48,1602,4592,,,
S-5902,U-5902,A-5902,20.25.00,21.11.59,2819,6323,,,
S-5903,U-5903,A-5903,3.46.27,4.04.56,1109,4411,,,
S-5904,U-5904,A-5904,5.38.26,5.53.14,888,3721,,,
S-5905,U-5905,A-5905,6.44.46,7.24.29,2383,49,,,
S-5906,U-5906,A-5906,14.11.33,14.32.12,1239,5257,,,
S-5907,U-5907,A-5907,2.09.29,2.56.37,2828,5389,,,
S-5908,U-5908,A-5908,5.23.48,6.11.18,2850,2090,,,
S-5909,U-5909,A-5909,9.33.56,10.22.35,2919,4312,,,
S-5910,U-5910,A-5910,5.27.21,5.48.06,1245,174,,,
S-5911,U-5911,A-5911,1.40.56,2.16.50,2154,2414,,,
S-5912,U-5912,A-5912,9.29.05,10.09.11,2406,554,,,
S-5913,U-5913,A-5913,11.29.25,12.27.41,3496,7127,,,
S-5914,U-5914,A-5914,2.56.13,3.04.48,515,1399,,,
S-5915,U-5915,A-5915,2.59.42,3.37.03,2241,6539,,,
S-5916,U-5916,A-5916,6.48.26,6.57.25,539,7696,,,
S-5917,U-5917,A-5917,22.22.10,22.45.22,1392,2748,,,
S-5918,U-5918,A-5918,10.09.53,11.08.56,3543,3184,,,
S-5919,U-5919,A-5919,14.28.17,14.53.59,1542,4133,,,
S-5920,U-5920,A-5920,11.56.38,12.13.55,1037,2266,,,
S-5921,U-5921,A-5921,13.05.08,13.37.52,1964,6877,,,
S-5922,U-5922,A-5922,15.39.17,15.58.04,1127,6069,,,
S-5923,U-5923,A-5923,12.05.45,12.58.27,3162,5837,,,
S-5924,U-5924,A-5924,6.06.54,6.18.02,668,824,,,
S-5925,U-5925,A-5925,19.56.17,20.25.25,1748,4555,,,
S-5926,U-5926,A-5926,11.03.54,11.45.00,2466,7850,,,
S-5927,U-5927,A-5927,20.34.23,21.26.26,3123,5722,,,
S-5928,U-5928,A-5928,5.29.09,6.12.35,2606,4674,,,
S-5929,U-5929,A-5929,7.39.55,7.54.52,897,1568,,,
S-5930,U-5930,A-5930,17.06.57,17.13.22,385,4646,,,
S-5931,U-5931,A-5931,16.50.44,17.49.58,3554,1497,,,
S-5932,U-5932,A-5932,2.32.20,3.05.02,1962,2,,,
S-5933,U-5933,A-5933,13.17.04,14.13.23,3379,2854,,,
S-5934,U-5934,A-5934,20.05.59,20.29.12,1393,5220,,,
S-5935,U-5935,A-5935,1.49.45,2.45.04,3319,4465,,,
S-5936,U-5936,A-5936,16.55.02,17.05.02,600,4348,,,
S-5937,U-5937,A-5937,7.36.05,8.22.17,2772,6401,,,
S-5938,U-5938,A-5938,4.50.44,5.42.58,3134,3101,,,
S-5939,U-5939,A-5939,21.41.47,22.36.16,3269,7912,,,
S-5940,U-5940,A-5940,23.26.50,23.41.53,903,6917,,,
S-5941,U-5941,A-5941,18.12.25,18.32.41,1216,435,,,
S-5942,U-5942,A-5942,23.19.15,23.44.02,1487,1136,,,
S-5943,U-5943,A-5943,13.26.40,13.46.45,1205,2112,,,
S-5944,U-5944,A-5944,7.07.41,8.01.43,3242,1909,,,
S-5945,U-5945,A-5945,20.34.26,20.57.52,1406,6549,,,
S-5946,U-5946,A-5946,5.29.51,5.42.42,771,5484,,,
S-5947,U-5947,A-5947,7.01.48,8.00.40,3532,10,,,
S-5948,U-5948,A-5948,0.31.28,0.47.06,938,5579,,,
S-5949,U-5949,A-5949,21.16.45,21.49.33,1968,1162,,,
S-5950,U-5950,A-5950,8.06.16,8.14.22,486,1704,,,
S-5951,U-5951,A-5951,15.38.09,16.06.04,1675,2660,,,
S-5952,U-5952,A-5952,3.05.55,3.38.14,1939,4574,,,
S-5953,U-5953,A-5953,13.38.20,13.46.09,469,2532,,,
S-5954,U-5954,A-5954,22.20.02,22.53.47,2025,1747,,,
S-5955,U-5955,A-5955,5.36.45,6.29.57,3192,2414,,,
S-5956,U-5956,A-5956,12.52.21,12.59.25,424,7809,,,
S-5957,U-5957,A-5957,9.43.28,10.16.52,2004,183,,,
S-5958,U-5958,A-5958,8.19.20,8.40.08,1248,1704,,,
S-5959,U-5959,A-5959,5.54.53,6.07.10,737,25,,,
S-5960,U-5960,A-5960,16.04.28,16.32.47,1699,7329,,,
S-5961,U-5961,A-5961,2.28.13,2.44.03,950,6588,,,
S-5962,U-5962,A-5962,20.00.38,20.25.23,1485,3843,,,
S-5963,U-5963,A-5963,23.51.37,0.30.46,-84051,3617,,,
S-5964,U-5964,A-5964,8.45.48,9.09.29,1421,4501,,,
S-5965,U-5965,A-5965,18.48.36,19.16.45,1689,1799,,,
S-5966,U-5966,A-5966,6.12.55,7.03.02,3007,4978,,,
S-5967,U-5967,A-5967,19.46.29,20.46.24,3595,2588,,,
S-5968,U-5968,A-5968,6.51.41,7.12.27,1246,398,,,
S-5969,U-5969,A-5969,1.38.43,1.48.02,559,2052,,,
S-5970,U-5970,A-5970,1.37.27,1.56.11,1124,3001,,,
S-5971,U-5971,A-5971,5.38.45,6.28.42,2997,5033,,,
S-5972,U-5972,A-5972,22.10.25,23.06.41,3376,80,,,
S-5973,U-5973,A-5973,20.37.47,20.49.48,721,549,,,
S-5974,U-5974,A-5974,18.29.22,18.43.01,819,6648,,,
S-5975,U-5975,A-5975,4.34.06,4.48.27,861,3660,,,
S-5976,U-5976,A-5976,20.15.01,20.31.21,980,5493,,,
S-5977,U-5977,A-5977,17.00.05,17.21.46,1301,183,,,
S-5978,U-5978,A-5978,18.47.57,19.15.06,1629,1123,,,
S-5979,U-5979,A-5979,4.49.08,5.44.19,3311,3877,,,
S-5980,U-5980,A-5980,23.26.47,0.20.30,-83177,5703,,,
S-5981,U-5981,A-5981,6.44.17,6.59.55,938,7758,,,
S-5982,U-5982,A-5982,21.49.48,22.27.42,2274,7390,,,
S-5983,U-5983,A-5983,20.43.16,20.59.45,989,3068,,,
S-5984,U-5984,A-5984,2.22.32,2.38.53,981,3557,,,
S-5985,U-5985,A-5985,15.36.09,16.30.12,3243,1582,,,
S-5986,U-5986,A-5986,9.58.33,10.49.07,3034,7614,,,
S-5987,U-5987,A-5987,2.14.39,2.24.56,617,4187,,,
S-5988,U-5988,A-5988,17.48.57,17.54.42,345,5531,,,
S-5989,U-5989,A-5989,0.57.30,1.41.03,2613,1269,,,
S-5990,U-5990,A-5990,20.53.00,21.38.00,2700,830,,,
S-5991,U-5991,A-5991,5.06.03,6.02.53,3410,4987,,,
S-5992,U-5992,A-5992,21.08.13,21.44.47,2194,4811,,,
S-5993,U-5993,A-5993,17.27.51,18.06.33,2322,6430,,,
S-5994,U-5994,A-5994,12.32.21,12.43.53,692,3799,,,
S-5995,U-5995,A-5995,14.32.46,14.54.34,1308,445,,,
S-5996,U-5996,A-5996,15.24.20,15.37.21,781,800,,,
S-5997,U-5997,A-5997,20.02.45,20.09.30,405,3234,,,
S-5998,U-5998,A-5998,1.21.22,2.01.06,2384,3463,,,
S-5999,U-5999,A-5999,1.09.39,1.43.21,2022,3886,,,
S-6000,U-6000,A-6000,17.22.23,17.41.57,1174,6937,,,
S-6001,U-6001,A-6001,8.00.59,8.37.47,2208,6166,,,
S-6002,U-6002,A-6002,13.32.02,14.07.55,2153,4098,,,
S-6003,U-6003,A-6003,13.34.11,14.21.57,2866,2289,,,
S-6004,U-6004,A-6004,22.26.09,22.34.58,529,3159,,,
S-6005,U-6005,A-6005,6.41.26,7.13.53,1947,3034,,,
S-6006,U-6006,A-6006,0.10.28,0.37.27,1619,4402,,,
S-6007,U-6007,A-6007,2.31.37,2.58.01,1584,1483,,,
S-6008,U-6008,A-6008,3.08.02,3.20.00,718,2508,,,
S-6009,U-6009,A-6009,3.11.17,3.55.45,2668,5192,,,
S-6010,U-6010,A-6010,16.09.10,16.44.49,2139,5024,,,
S-6011,U-6011,A-6011,13.12.16,13.29.13,1017,2548,,,
S-6012,U-6012,A-6012,7.32.08,8.02.46,1838,6578,,,
S-6013,U-6013,A-6013,14.38.52,14.47.52,540,5588,,,
S-6014,U-6014,A-6014,14.47.33,15.10.26,1373,692,,,
S-6015,U-6015,A-6015,5.26.07,6.11.59,2752,141,,,
S-6016,U-6016,A-6016,9.28.56,9.41.06,730,6837,,,
S-6017,U-6017,A-6017,8.03.21,8.18.05,884,499,,,
S-6018,U-6018,A-6018,20.55.13,21.40.39,2726,2343,,,
S-6019,U-6019,A-6019,16.17.06,16.29.09,723,3686,,,
S-6020,U-6020,A-6020,4.34.31,5.02.18,1667,3201,,,
S-6021,U-6021,A-6021,11.13.35,11.50.45,2230,5005,,,
S-6022,U-6022,A-6022,7.10.26,7.31.13,1247,7523,,,
S-6023,U-6023,A-6023,15.43.25,16.20.27,2222,5211,,,
S-6024,U-6024,A-6024,2.54.03,3.30.58,2215,4447,,,
S-6025,U-6025,A-6025,12.33.28,12.50.33,1025,2740,,,
S-6026,U-6026,A-6026,15.55.07,16.09.53,886,1589,,,
S-6027,U-6027,A-6027,7.37.38,7.53.44,966,3652,,,
S-6028,U-6028,A-6028,14.16.27,15.06.46,3019,62,,,
S-6029,U-6029,A-6029,2.56.23,3.14.03,1060,1351,,,
S-6030,U-6030,A-6030,18.18.46,18.38.53,1207,4765,,,
S-6031,U-6031,A-6031,20.37.58,21.31.53,3235,1682,,,
S-6032,U-6032,A-6032,3.11.28,3.56.56,2728,5399,,,
S-6033,U-6033,A-6033,0.45.46,1.34.10,2904,5370,,,
S-6034,U-6034,A-6034,20.47.22,21.22.18,2096,987,,,
S-6035,U-6035,A-6035,13.57.46,14.13.30,944,7117,,,
S-6036,U-6036,A-6036,17.29.22,17.35.29,367,6401,,,
S-6037,U-6037,A-6037,4.52.11,5.11.34,1163,2968,,,
S-6038,U-6038,A-6038,8.39.26,8.56.46,1040,6450,,,
S-6039,U-6039,A-6039,21.35.06,22.30.31,3325,4701,,,
S-6040,U-6040,A-6040,18.59.21,19.36.04,2203,680,,,
S-6041,U-6041,A-6041,18.03.27,18.50.43,2836,867,,,
S-6042,U-6042,A-6042,7.47.18,8.03.40,982,3327,,,
S-6043,U-6043,A-6043,10.10.17,10.16.28,371,2014,,,
S-6044,U-6044,A-6044,22.15.28,22.51.45,2177,66,,,
S-6045,U-6045,A-6045,4.38.41,5.32.34,3233,4375,,,
S-6046,U-6046,A-6046,1.59.54,2.21.42,1308,7431,,,
S-6047,U-6047,A-6047,0.51.06,1.03.16,730,2485,,,
S-6048,U-6048,A-6048,11.35.10,12.14.11,2341,3488,,,
S-6049,U-6049,A-6049,17.20.42,17.45.08,1466,812,,,
S-6050,U-6050,A-6050,20.30.25,20.40.16,591,6323,,,
S-6051,U-6051,A-6051,21.26.16,21.55.33,1757,1661,,,
S-6052,U-6052,A-6052,14.59.32,15.43.33,2641,3773,,,
S-6053,U-6053,A-6053,23.19.55,23.30.21,626,2082,,,
S-6054,U-6054,A-6054,4.30.19,5.19.18,2939,419,,,
S-6055,U-6055,A-6055,20.59.14,21.25.38,1584,6917,,,
S-6056,U-6056,A-6056,20.02.39,20.57.47,3308,2014,,,
S-6057,U-6057,A-6057,16.07.46,16.57.39,2993,4375,,,
S-6058,U-6058,A-6058,15.25.02,16.01.54,2212,7087,,,
S-6059,U-6059,A-6059,0.22.40,0.51.18,1718,1894,,,
S-6060,U-6060,A-6060,21.45.39,21.58.39,780,1999,,,
S-6061,U-6061,A-6061,6.46.00,7.45.05,3545,2985,,,
S-6062,U-6062,A-6062,21.05.49,21.50.15,2666,5646,,,
S-6063,U-6063,A-6063,19.53.42,20.17.38,1436,6234,,,
S-6064,U-6064,A-6064,2.59.41,3.26.47,1626,5982,,,
S-6065,U-6065,A-6065,23.00.03,23.13.44,821,1726,,,
S-6066,U-6066,A-6066,6.30.44,6.40.07,563,76,,,
S-6067,U-6067,A-6067,23.41.30,0.38.04,-83006,7461,,,
S-6068,U-6068,A-6068,16.09.22,16.38.55,1773,6867,,,
S-6069,U-6069,A-6069,0.16.08,1.00.18,2650,1448,,,
S-6070,U-6070,A-6070,7.24.34,8.02.46,2292,445,,,
S-6071,U-6071,A-6071,23.59.09,0.12.33,-85596,4465,,,
S-6072,U-6072,A-6072,7.02.18,7.17.52,934,5789,,,
S-6073,U-6073,A-6073,21.00.38,21.50.20,2982,5267,,,
S-6074,U-6074,A-6074,2.49.12,3.01.34,742,2273,,,
S-6075,U-6075,A-6075,21.10.03,21.19.39,576,5636,,,
S-6076,U-6076,A-6076,5.07.11,5.21.12,841,6977,,,
S-6077,U-6077,A-6077,7.20.42,7.36.28,946,949,,,
S-6078,U-6078,A-6078,23.52.54,0.49.32,-83002,657,,,
S-6079,U-6079,A-6079,6.19.41,6.33.38,837,1924,,,
S-6080,U-6080,A-6080,3.00.30,4.00.10,3580,2422,,,
S-6081,U-6081,A-6081,7.51.05,8.26.48,2143,3319,,,
S-6082,U-6082,A-6082,6.40.41,6.53.08,747,4178,,,
S-6083,U-6083,A-6083,13.27.19,14.26.31,3552,1939,,,
S-6084,U-6084,A-6084,19.19.04,19.53.36,2072,3660,,,
S-6085,U-6085,A-6085,21.25.46,21.46.24,1238,4411,,,
S-6086,U-6086,A-6086,23.23.51,0.12.53,-83458,1924,,,
S-6087,U-6087,A-6087,19.30.50,19.56.32,1542,4637,,,
S-6088,U-6088,A-6088,11.56.49,12.47.21,3032,145,,,
S-6089,U-6089,A-6089,5.16.39,5.51.06,2067,4546,,,
S-6090,U-6090,A-6090,1.38.36,2.12.42,2046,5342,,,
S-6091,U-6091,A-6091,19.12.58,19.56.30,2612,5818,,,
S-6092,U-6092,A-6092,9.32.47,10.08.57,2170,2508,,,
S-6093,U-6093,A-6093,8.50.27,9.11.24,1257,5895,,,
S-6094,U-6094,A-6094,12.36.55,13.31.17,3262,2135,,,
S-6095,U-6095,A-6095,21.42.56,22.32.02,2946,651,,,
S-6096,U-6096,A-6096,1.48.02,2.05.53,1071,6957,,,
S-6097,U-6097,A-6097,13.32.34,13.59.54,1640,663,,,
S-6098,U-6098,A-6098,23.55.46,0.30.02,-84344,141,,,
S-6099,U-6099,A-6099,2.21.49,2.56.49,2100,1733,,,
S-6100,U-6100,A-6100,19.10.01,19.30.38,1237,5465,,,
S-6101,U-6101,A-6101,17.38.16,17.52.50,874,7482,,,
S-6102,U-6102,A-6102,5.49.35,6.35.05,2730,2266,,,
S-6103,U-6103,A-6103,4.28.06,5.04.13,2167,445,,,
S-6104,U-6104,A-6104,15.10.42,16.07.07,3385,680,,,
S-6105,U-6105,A-6105,17.42.13,18.34.31,3138,4330,,,
S-6106,U-6106,A-6106,12.41.16,13.08.34,1638,3799,,,
S-6107,U-6107,A-6107,5.29.11,6.10.50,2499,1561,,,
S-6108,U-6108,A-6108,5.03.05,5.56.31,3206,7067,,,
S-6109,U-6109,A-6109,20.31.12,21.15.19,2647,73,,,
S-6110,U-6110,A-6110,3.56.16,4.50.08,3232,4978,,,
S-6111,U-6111,A-6111,20.51.53,21.26.20,2067,5991,,,
S-6112,U-6112,A-6112,20.53.24,20.58.38,314,5982,,,
S-6113,U-6113,A-6113,14.00.00,14.18.47,1127,4267,,,
S-6114,U-6114,A-6114,16.16.08,16.54.35,2307,5304,,,
S-6115,U-6115,A-6115,4.56.02,5.15.08,1146,2952,,,
S-6116,U-6116,A-6116,13.46.36,14.27.53,2477,4000,,,
S-6117,U-6117,A-6117,11.58.02,12.07.50,588,1337,,,
S-6118,U-6118,A-6118,19.45.19,19.56.11,652,3738,,,
S-6119,U-6119,A-6119,15.32.20,16.02.49,1829,543,,,
S-6120,U-6120,A-6120,5.48.08,6.20.22,1934,7492,,,
S-6121,U-6121,A-6121,23.48.34,0.37.21,-83473,102,,,
S-6122,U-6122,A-6122,12.36.22,13.14.29,2287,1711,,,
S-6123,U-6123,A-6123,4.39.30,5.25.18,2748,3051,,,
S-6124,U-6124,A-6124,18.11.00,18.55.00,2640,5741,,,
S-6125,U-6125,A-6125,11.19.57,12.11.54,3117,4195,,,
S-6126,U-6126,A-6126,2.37.39,2.46.05,506,227,,,
S-6127,U-6127,A-6127,12.27.44,13.12.05,2661,4115,,,
S-6128,U-6128,A-6128,14.23.34,14.45.04,1290,308,,,
S-6129,U-6129,A-6129,21.24.09,22.20.42,3393,1283,,,
S-6130,U-6130,A-6130,5.11.35,6.04.35,3180,7340,,,
S-6131,U-6131,A-6131,5.44.21,5.58.44,863,5033,,,
S-6132,U-6132,A-6132,14.07.51,14.34.15,1584,1006,,,
S-6133,U-6133,A-6133,13.59.20,14.11.16,716,2878,,,
S-6134,U-6134,A-6134,12.20.50,12.32.46,716,98,,,
S-6135,U-6135,A-6135,0.11.30,0.44.51,2001,5061,,,
S-6136,U-6136,A-6136,18.33.02,18.49.09,967,5847,,,
